"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","cluster"
38,"blue-collar","married","secondary","no",395,"yes","no","cellular",8,"may",83,1,367,2,"failure","no","1"
25,"blue-collar","single","secondary","no",76,"no","yes","cellular",28,"jul",50,4,-1,0,"unknown","no","1"
34,"self-employed","single","tertiary","no",1272,"yes","no","cellular",14,"may",202,1,-1,0,"unknown","no","1"
37,"technician","divorced","secondary","no",-230,"yes","yes","unknown",28,"may",224,2,-1,0,"unknown","no","1"
32,"admin.","divorced","secondary","yes",-18,"yes","no","unknown",12,"may",155,3,-1,0,"unknown","no","1"
29,"services","married","primary","no",549,"yes","no","unknown",5,"jun",61,2,-1,0,"unknown","no","1"
36,"technician","married","unknown","no",756,"no","no","cellular",11,"jul",396,3,-1,0,"unknown","no","1"
38,"entrepreneur","married","secondary","no",830,"yes","no","unknown",19,"may",68,2,-1,0,"unknown","no","1"
40,"unemployed","married","tertiary","no",2135,"yes","no","unknown",20,"jun",95,1,-1,0,"unknown","no","1"
31,"technician","married","secondary","no",2363,"yes","no","unknown",13,"may",247,1,-1,0,"unknown","no","1"
24,"student","single","tertiary","no",603,"yes","no","cellular",12,"may",157,5,-1,0,"unknown","no","1"
30,"blue-collar","single","secondary","no",-61,"no","no","cellular",29,"jan",111,2,196,1,"failure","no","1"
55,"admin.","single","secondary","no",1854,"yes","no","unknown",30,"may",34,2,-1,0,"unknown","no","2"
38,"technician","divorced","secondary","no",410,"no","no","cellular",11,"aug",63,6,-1,0,"unknown","no","1"
31,"management","married","tertiary","no",898,"no","no","cellular",17,"nov",578,1,-1,0,"unknown","no","1"
28,"admin.","single","secondary","no",1842,"yes","no","cellular",4,"may",92,2,-1,0,"unknown","no","1"
29,"management","single","secondary","no",0,"yes","yes","unknown",27,"may",92,2,-1,0,"unknown","no","1"
49,"management","married","tertiary","no",964,"yes","yes","cellular",17,"jul",201,1,-1,0,"unknown","no","1"
38,"admin.","married","secondary","no",976,"yes","yes","unknown",19,"may",382,2,-1,0,"unknown","no","1"
51,"blue-collar","divorced","primary","no",1927,"no","yes","cellular",16,"jul",322,4,-1,0,"unknown","no","2"
44,"management","married","tertiary","no",0,"no","no","unknown",12,"jun",72,1,-1,0,"unknown","no","1"
53,"technician","married","secondary","no",230,"no","yes","cellular",13,"aug",112,2,-1,0,"unknown","no","1"
45,"admin.","married","secondary","no",1097,"yes","yes","cellular",9,"jul",180,1,-1,0,"unknown","no","1"
40,"blue-collar","married","secondary","yes",231,"yes","no","cellular",2,"feb",69,3,-1,0,"unknown","no","1"
45,"management","divorced","tertiary","no",839,"yes","no","cellular",11,"may",340,1,264,4,"failure","no","1"
56,"self-employed","married","secondary","no",784,"no","yes","cellular",30,"jul",149,2,-1,0,"unknown","no","1"
28,"blue-collar","single","primary","no",150,"no","yes","cellular",9,"jul",112,2,-1,0,"unknown","no","1"
45,"unknown","married","unknown","no",356,"no","no","cellular",11,"aug",212,2,-1,0,"unknown","no","1"
43,"admin.","divorced","secondary","no",540,"yes","no","cellular",30,"jan",74,1,-1,0,"unknown","no","1"
69,"technician","married","tertiary","no",482,"no","no","cellular",29,"jul",478,1,267,1,"failure","yes","2"
39,"blue-collar","married","primary","no",1387,"no","no","unknown",9,"jun",52,3,-1,0,"unknown","no","1"
19,"student","single","primary","no",103,"no","no","cellular",18,"jan",177,2,95,4,"failure","no","1"
53,"blue-collar","married","primary","no",1301,"no","no","cellular",11,"aug",164,1,-1,0,"unknown","no","2"
49,"services","married","secondary","no",2058,"no","no","unknown",18,"jun",82,3,-1,0,"unknown","no","2"
51,"blue-collar","married","primary","no",844,"yes","no","unknown",29,"may",184,3,-1,0,"unknown","no","1"
47,"management","divorced","tertiary","no",0,"no","no","cellular",28,"apr",186,2,-1,0,"unknown","no","1"
33,"management","single","secondary","no",2915,"no","no","cellular",6,"aug",126,2,-1,0,"unknown","no","1"
48,"blue-collar","married","secondary","no",1730,"yes","no","cellular",4,"may",361,1,89,3,"success","yes","2"
54,"admin.","married","secondary","no",66,"yes","no","cellular",11,"nov",167,1,-1,0,"unknown","yes","1"
49,"blue-collar","married","secondary","no",611,"yes","yes","unknown",14,"may",179,1,-1,0,"unknown","no","1"
48,"technician","married","secondary","no",720,"yes","no","unknown",8,"may",177,3,-1,0,"unknown","no","1"
22,"services","single","primary","no",35,"yes","no","unknown",28,"may",106,3,-1,0,"unknown","no","1"
29,"management","single","tertiary","no",642,"no","no","cellular",2,"feb",156,3,-1,0,"unknown","no","1"
45,"management","divorced","tertiary","no",2096,"no","no","cellular",21,"nov",127,1,100,2,"failure","no","1"
19,"student","single","secondary","no",302,"no","no","cellular",16,"jul",205,1,-1,0,"unknown","yes","1"
26,"admin.","single","secondary","no",187,"no","no","cellular",30,"jan",226,2,-1,0,"unknown","no","1"
42,"admin.","married","secondary","no",-396,"yes","no","cellular",11,"may",80,1,308,4,"failure","no","1"
40,"entrepreneur","married","secondary","no",0,"yes","yes","unknown",15,"may",435,1,-1,0,"unknown","no","1"
28,"technician","single","secondary","no",227,"no","no","cellular",30,"apr",278,1,-1,0,"unknown","yes","1"
52,"technician","married","tertiary","no",2506,"no","no","cellular",16,"jul",377,1,228,3,"failure","no","2"
53,"retired","married","primary","no",136,"yes","no","unknown",6,"may",267,2,-1,0,"unknown","no","1"
44,"blue-collar","married","unknown","no",189,"yes","no","unknown",26,"may",175,3,-1,0,"unknown","no","1"
30,"blue-collar","single","secondary","no",5,"yes","no","cellular",4,"feb",196,1,-1,0,"unknown","no","1"
61,"retired","married","secondary","no",483,"no","no","cellular",23,"apr",164,1,-1,0,"unknown","no","1"
44,"services","married","tertiary","no",510,"yes","no","unknown",5,"may",421,4,-1,0,"unknown","no","1"
35,"management","single","unknown","no",121,"yes","no","cellular",5,"may",245,5,-1,0,"unknown","no","1"
52,"technician","married","secondary","no",1490,"no","yes","unknown",17,"jun",420,4,-1,0,"unknown","no","2"
56,"technician","married","secondary","no",1938,"no","yes","cellular",26,"feb",229,1,192,4,"success","yes","2"
49,"blue-collar","married","secondary","no",0,"no","no","cellular",14,"aug",189,4,-1,0,"unknown","no","1"
56,"management","divorced","tertiary","no",968,"no","no","cellular",17,"nov",105,1,-1,0,"unknown","no","2"
37,"self-employed","divorced","secondary","no",1082,"no","no","cellular",2,"feb",127,3,5,5,"other","no","1"
31,"management","married","secondary","no",625,"yes","no","cellular",20,"nov",136,1,-1,0,"unknown","no","1"
49,"management","divorced","tertiary","no",2370,"yes","yes","unknown",17,"nov",56,1,103,2,"other","no","1"
53,"blue-collar","married","unknown","no",1230,"no","no","cellular",5,"aug",155,3,-1,0,"unknown","no","1"
24,"admin.","single","tertiary","no",0,"yes","no","cellular",27,"may",122,2,-1,0,"unknown","yes","1"
50,"services","married","secondary","no",901,"yes","no","unknown",20,"jun",8,6,-1,0,"unknown","no","1"
57,"self-employed","married","primary","no",-34,"yes","yes","cellular",11,"may",108,6,371,2,"failure","no","1"
53,"blue-collar","married","primary","no",256,"yes","no","unknown",2,"jun",202,1,-1,0,"unknown","no","1"
31,"technician","single","secondary","no",36,"no","no","cellular",20,"aug",99,3,-1,0,"unknown","no","1"
28,"admin.","single","tertiary","no",313,"no","yes","cellular",26,"jul",461,2,326,4,"failure","no","1"
30,"services","married","secondary","yes",-849,"yes","no","unknown",30,"may",138,2,-1,0,"unknown","no","1"
37,"technician","married","secondary","no",54,"yes","yes","cellular",22,"jul",106,2,-1,0,"unknown","no","1"
46,"admin.","married","primary","no",40,"yes","no","unknown",7,"may",591,3,-1,0,"unknown","no","1"
31,"technician","single","tertiary","no",1887,"no","yes","cellular",20,"nov",225,2,183,1,"failure","no","1"
42,"technician","married","secondary","no",2152,"no","no","cellular",30,"mar",361,2,181,2,"failure","no","2"
50,"management","married","tertiary","no",569,"no","yes","cellular",18,"aug",452,4,-1,0,"unknown","no","3"
36,"blue-collar","married","secondary","no",520,"yes","no","unknown",23,"may",110,2,-1,0,"unknown","no","1"
28,"student","single","tertiary","no",22,"yes","no","cellular",15,"may",536,2,-1,0,"unknown","yes","1"
54,"blue-collar","married","primary","no",551,"yes","no","cellular",28,"jul",431,2,-1,0,"unknown","no","1"
29,"blue-collar","single","secondary","no",735,"yes","no","unknown",4,"jun",130,3,-1,0,"unknown","no","1"
46,"technician","married","tertiary","no",53,"no","no","unknown",12,"jun",12,3,-1,0,"unknown","no","1"
42,"technician","single","secondary","no",-853,"yes","no","cellular",11,"may",189,1,-1,0,"unknown","no","1"
33,"blue-collar","married","primary","no",245,"yes","yes","cellular",8,"may",253,3,-1,0,"unknown","no","1"
58,"retired","married","secondary","no",674,"yes","no","unknown",26,"may",80,1,-1,0,"unknown","no","1"
22,"student","single","secondary","no",144,"no","no","cellular",21,"aug",116,1,-1,0,"unknown","yes","1"
55,"retired","married","secondary","no",1,"yes","no","telephone",7,"may",79,2,360,6,"other","no","1"
44,"technician","single","tertiary","no",2033,"no","no","cellular",3,"sep",444,1,99,1,"failure","yes","2"
24,"student","single","secondary","no",508,"yes","no","telephone",18,"may",12,3,374,1,"other","no","1"
52,"management","married","tertiary","no",291,"no","no","cellular",21,"aug",150,3,-1,0,"unknown","no","1"
37,"entrepreneur","married","tertiary","no",678,"no","yes","unknown",19,"jun",395,1,-1,0,"unknown","no","1"
47,"blue-collar","married","secondary","no",1875,"yes","no","cellular",14,"jul",157,3,-1,0,"unknown","no","2"
57,"blue-collar","married","secondary","no",0,"no","yes","cellular",22,"jul",127,2,-1,0,"unknown","no","1"
43,"technician","single","unknown","no",572,"no","no","cellular",17,"nov",80,2,-1,0,"unknown","no","1"
32,"technician","married","secondary","no",-410,"yes","yes","cellular",12,"may",179,3,-1,0,"unknown","no","1"
34,"admin.","married","secondary","no",2374,"yes","no","cellular",9,"feb",243,2,92,3,"success","yes","1"
40,"services","married","secondary","no",251,"yes","no","cellular",30,"jul",153,6,-1,0,"unknown","no","1"
43,"management","married","tertiary","no",8,"no","no","cellular",11,"aug",95,4,-1,0,"unknown","no","1"
56,"blue-collar","married","primary","no",136,"no","no","cellular",4,"aug",270,1,-1,0,"unknown","no","1"
35,"technician","divorced","secondary","no",0,"yes","no","cellular",12,"may",183,6,-1,0,"unknown","no","1"
55,"retired","married","secondary","no",168,"no","no","cellular",19,"aug",79,2,-1,0,"unknown","no","1"
44,"entrepreneur","single","tertiary","no",1240,"yes","no","cellular",18,"nov",88,1,-1,0,"unknown","no","1"
49,"blue-collar","divorced","primary","no",912,"no","no","unknown",20,"jun",170,2,-1,0,"unknown","no","1"
29,"technician","married","unknown","no",2,"no","no","cellular",15,"jul",65,3,-1,0,"unknown","no","1"
27,"blue-collar","married","secondary","no",191,"yes","no","cellular",20,"apr",401,2,-1,0,"unknown","no","1"
40,"technician","divorced","secondary","no",275,"no","no","cellular",13,"aug",409,4,-1,0,"unknown","no","1"
44,"management","married","secondary","no",38,"yes","no","unknown",15,"may",152,2,-1,0,"unknown","no","1"
33,"technician","married","secondary","no",-616,"yes","yes","unknown",27,"may",320,1,-1,0,"unknown","no","1"
33,"management","single","tertiary","no",215,"yes","no","cellular",27,"mar",101,1,-1,0,"unknown","no","1"
30,"management","single","tertiary","no",344,"no","no","cellular",8,"aug",179,3,-1,0,"unknown","no","1"
35,"services","married","secondary","no",142,"yes","no","cellular",20,"nov",315,2,196,4,"failure","no","1"
60,"housemaid","married","primary","no",15,"no","no","cellular",14,"aug",244,1,-1,0,"unknown","no","1"
32,"management","single","tertiary","no",1781,"no","no","cellular",8,"apr",321,1,-1,0,"unknown","yes","1"
57,"admin.","married","primary","no",389,"no","no","cellular",9,"jul",108,2,-1,0,"unknown","no","1"
40,"management","married","tertiary","no",0,"yes","no","telephone",16,"jul",87,5,-1,0,"unknown","no","1"
33,"admin.","married","secondary","no",616,"no","no","unknown",6,"sep",35,1,-1,0,"unknown","no","1"
54,"management","divorced","tertiary","no",0,"no","yes","cellular",10,"jul",88,1,-1,0,"unknown","no","1"
42,"technician","married","tertiary","no",757,"no","no","cellular",30,"apr",354,1,79,1,"success","yes","1"
41,"management","single","tertiary","no",120,"no","yes","cellular",24,"mar",81,1,49,3,"other","no","1"
31,"unemployed","single","secondary","no",209,"yes","no","cellular",6,"may",193,1,-1,0,"unknown","no","1"
50,"admin.","married","secondary","no",1575,"no","no","cellular",17,"nov",407,1,-1,0,"unknown","no","2"
38,"blue-collar","single","primary","no",-100,"yes","no","unknown",21,"may",189,2,-1,0,"unknown","no","1"
27,"blue-collar","single","secondary","no",672,"yes","no","unknown",23,"may",164,1,-1,0,"unknown","no","1"
39,"self-employed","married","secondary","no",1304,"yes","yes","cellular",7,"may",183,3,-1,0,"unknown","no","1"
52,"blue-collar","married","secondary","no",1374,"yes","no","cellular",17,"apr",267,2,322,1,"failure","no","2"
39,"blue-collar","married","primary","no",20,"yes","no","unknown",7,"may",109,1,-1,0,"unknown","no","1"
34,"blue-collar","single","primary","no",709,"yes","no","unknown",20,"may",106,1,-1,0,"unknown","no","1"
42,"blue-collar","married","secondary","no",165,"no","no","telephone",20,"apr",169,1,-1,0,"unknown","no","1"
37,"blue-collar","married","primary","no",253,"yes","no","unknown",19,"jun",145,2,-1,0,"unknown","no","1"
54,"technician","married","secondary","no",230,"no","yes","cellular",21,"nov",401,1,100,2,"failure","no","1"
35,"admin.","married","secondary","no",2278,"yes","no","cellular",21,"jul",195,1,-1,0,"unknown","no","1"
30,"management","single","secondary","no",222,"yes","no","cellular",13,"may",254,3,-1,0,"unknown","no","1"
39,"management","single","tertiary","no",307,"no","no","cellular",22,"may",182,2,-1,0,"unknown","yes","1"
41,"unemployed","married","secondary","no",0,"yes","yes","cellular",5,"may",400,1,-1,0,"unknown","yes","1"
31,"services","married","secondary","no",0,"yes","yes","cellular",21,"jul",270,4,-1,0,"unknown","no","1"
25,"services","married","secondary","no",77,"yes","no","unknown",9,"jun",220,4,-1,0,"unknown","no","1"
44,"technician","single","secondary","no",33,"yes","no","cellular",13,"may",195,3,351,10,"failure","no","1"
26,"blue-collar","married","secondary","no",2770,"yes","no","unknown",8,"may",141,1,-1,0,"unknown","no","1"
32,"management","single","tertiary","no",0,"no","no","cellular",7,"jul",98,1,159,1,"other","no","1"
47,"technician","married","secondary","no",417,"yes","no","cellular",14,"may",94,1,-1,0,"unknown","no","1"
55,"blue-collar","married","primary","no",828,"yes","no","unknown",30,"may",246,1,-1,0,"unknown","no","2"
30,"admin.","married","secondary","no",874,"yes","no","cellular",22,"jul",93,2,-1,0,"unknown","no","1"
47,"management","single","tertiary","no",551,"no","no","cellular",29,"oct",124,1,-1,0,"unknown","yes","1"
34,"technician","single","secondary","no",943,"no","no","cellular",29,"aug",96,4,-1,0,"unknown","no","1"
32,"services","single","secondary","no",187,"yes","no","unknown",29,"may",315,1,-1,0,"unknown","no","1"
32,"management","single","tertiary","no",462,"no","no","cellular",21,"apr",252,1,-1,0,"unknown","no","1"
41,"admin.","divorced","secondary","no",490,"yes","no","cellular",4,"aug",182,1,-1,0,"unknown","no","1"
59,"retired","married","tertiary","no",538,"no","no","cellular",18,"nov",48,2,-1,0,"unknown","no","1"
41,"technician","single","secondary","no",413,"yes","yes","cellular",8,"aug",292,2,-1,0,"unknown","no","1"
33,"self-employed","married","tertiary","no",1249,"yes","no","cellular",11,"jul",261,2,-1,0,"unknown","no","1"
34,"unemployed","married","tertiary","no",582,"yes","no","cellular",9,"feb",189,3,-1,0,"unknown","no","1"
37,"technician","married","tertiary","no",0,"yes","yes","cellular",23,"jul",155,2,-1,0,"unknown","no","1"
22,"student","single","tertiary","no",691,"no","no","cellular",19,"aug",338,1,-1,0,"unknown","yes","1"
38,"blue-collar","married","primary","no",406,"yes","no","cellular",29,"jan",138,1,188,5,"failure","no","1"
57,"retired","married","tertiary","no",0,"no","no","cellular",28,"may",141,3,-1,0,"unknown","no","1"
64,"retired","married","secondary","no",1220,"no","no","cellular",7,"dec",138,1,-1,0,"unknown","no","2"
37,"unemployed","single","primary","no",1648,"yes","no","unknown",5,"jun",166,2,-1,0,"unknown","no","1"
32,"blue-collar","married","secondary","no",95,"yes","no","telephone",8,"may",265,4,337,2,"failure","no","1"
36,"technician","married","secondary","no",432,"yes","yes","unknown",4,"aug",94,1,-1,0,"unknown","no","1"
30,"entrepreneur","married","tertiary","no",-130,"yes","yes","unknown",3,"jul",194,2,-1,0,"unknown","no","1"
26,"technician","single","tertiary","no",1972,"yes","no","cellular",29,"jan",221,2,-1,0,"unknown","no","1"
35,"admin.","married","secondary","no",643,"yes","no","cellular",2,"feb",346,2,-1,0,"unknown","no","1"
34,"blue-collar","single","secondary","no",186,"no","no","cellular",2,"feb",342,1,-1,0,"unknown","no","1"
27,"housemaid","single","tertiary","no",979,"yes","no","cellular",7,"may",272,4,357,1,"other","no","1"
56,"management","married","secondary","no",3164,"no","no","unknown",20,"jun",245,3,-1,0,"unknown","no","2"
30,"services","married","secondary","no",271,"yes","no","unknown",15,"may",365,1,-1,0,"unknown","no","1"
35,"technician","married","secondary","no",2019,"yes","yes","cellular",18,"nov",83,2,144,1,"failure","no","1"
45,"blue-collar","married","primary","no",1670,"no","yes","cellular",24,"jul",171,1,-1,0,"unknown","no","1"
45,"self-employed","married","secondary","no",1051,"no","no","cellular",4,"aug",96,1,-1,0,"unknown","no","1"
34,"admin.","single","secondary","no",10,"no","yes","unknown",29,"may",310,3,-1,0,"unknown","no","1"
54,"technician","married","secondary","no",1865,"yes","no","unknown",28,"may",125,2,-1,0,"unknown","no","2"
43,"admin.","married","secondary","no",584,"no","no","unknown",20,"jun",27,1,-1,0,"unknown","no","1"
30,"self-employed","married","tertiary","no",5,"yes","yes","cellular",9,"jul",99,2,-1,0,"unknown","no","1"
38,"admin.","single","secondary","no",2329,"yes","no","cellular",29,"jan",261,1,-1,0,"unknown","no","1"
61,"retired","married","primary","no",103,"no","no","cellular",7,"dec",292,1,-1,0,"unknown","no","1"
36,"services","married","secondary","no",33,"yes","yes","cellular",22,"aug",81,2,-1,0,"unknown","no","1"
45,"management","married","tertiary","no",1323,"yes","no","cellular",17,"nov",550,1,-1,0,"unknown","no","1"
51,"management","married","secondary","no",335,"no","no","cellular",22,"apr",234,1,-1,0,"unknown","no","1"
39,"housemaid","divorced","primary","no",239,"no","no","cellular",29,"aug",204,2,-1,0,"unknown","no","1"
61,"admin.","married","unknown","no",1088,"yes","no","cellular",20,"may",254,1,359,1,"failure","no","2"
53,"technician","divorced","primary","no",-834,"yes","yes","cellular",8,"jul",130,1,-1,0,"unknown","no","1"
29,"admin.","married","secondary","no",111,"no","yes","cellular",11,"jul",114,1,-1,0,"unknown","no","1"
51,"retired","divorced","tertiary","no",126,"no","yes","unknown",6,"jun",152,1,-1,0,"unknown","no","1"
28,"blue-collar","married","secondary","no",379,"no","yes","cellular",17,"jul",164,1,-1,0,"unknown","no","1"
30,"management","single","tertiary","no",1243,"yes","no","unknown",23,"may",135,1,-1,0,"unknown","no","1"
33,"blue-collar","married","secondary","no",0,"yes","yes","unknown",20,"may",114,1,-1,0,"unknown","no","1"
45,"blue-collar","single","tertiary","no",-243,"no","yes","cellular",8,"jul",171,2,-1,0,"unknown","no","1"
36,"blue-collar","married","secondary","no",198,"yes","no","unknown",9,"may",400,2,-1,0,"unknown","no","1"
37,"admin.","divorced","secondary","no",1533,"yes","no","cellular",21,"nov",555,4,-1,0,"unknown","yes","3"
37,"management","married","tertiary","no",865,"yes","no","cellular",3,"jun",101,1,-1,0,"unknown","no","1"
27,"student","single","unknown","no",910,"yes","yes","unknown",27,"may",77,1,-1,0,"unknown","no","1"
36,"blue-collar","married","secondary","no",539,"yes","yes","unknown",5,"may",453,2,-1,0,"unknown","no","1"
45,"blue-collar","divorced","primary","no",749,"yes","no","unknown",15,"may",242,6,-1,0,"unknown","no","1"
31,"blue-collar","married","secondary","no",1354,"yes","yes","cellular",17,"nov",222,2,-1,0,"unknown","no","1"
37,"technician","married","secondary","yes",693,"no","no","unknown",12,"jun",75,1,-1,0,"unknown","no","1"
41,"management","single","tertiary","no",1278,"yes","no","unknown",15,"may",344,2,-1,0,"unknown","no","1"
33,"technician","married","secondary","no",367,"yes","yes","unknown",7,"may",22,2,-1,0,"unknown","no","1"
59,"retired","married","primary","no",646,"yes","no","unknown",16,"may",140,1,-1,0,"unknown","no","1"
49,"retired","single","primary","no",505,"no","no","unknown",9,"jun",35,1,-1,0,"unknown","no","1"
57,"technician","married","tertiary","no",624,"no","no","cellular",6,"aug",224,4,-1,0,"unknown","no","1"
40,"technician","single","secondary","no",3,"yes","yes","cellular",11,"may",154,1,305,9,"failure","no","1"
38,"technician","married","secondary","no",581,"yes","no","cellular",2,"feb",223,2,272,1,"failure","no","1"
29,"housemaid","single","tertiary","no",19,"no","no","cellular",5,"feb",110,2,64,2,"success","yes","1"
49,"blue-collar","married","secondary","no",-454,"yes","no","cellular",14,"may",558,1,-1,0,"unknown","yes","1"
44,"management","married","tertiary","no",1954,"no","no","cellular",2,"jun",294,1,-1,0,"unknown","yes","2"
52,"technician","married","tertiary","no",0,"no","yes","cellular",5,"aug",409,1,-1,0,"unknown","no","1"
36,"blue-collar","married","primary","no",-20,"yes","no","unknown",7,"may",353,3,-1,0,"unknown","no","1"
26,"student","single","secondary","no",1164,"no","no","cellular",9,"jul",116,1,301,1,"other","no","1"
25,"technician","single","secondary","no",1231,"yes","no","cellular",27,"feb",412,5,-1,0,"unknown","yes","1"
45,"admin.","married","secondary","no",205,"no","no","cellular",4,"may",552,1,90,2,"success","yes","1"
29,"admin.","married","secondary","no",544,"no","yes","cellular",24,"jul",97,2,-1,0,"unknown","no","1"
41,"management","married","secondary","no",0,"no","yes","cellular",7,"jul",630,3,-1,0,"unknown","no","1"
34,"self-employed","married","tertiary","no",2427,"no","no","telephone",11,"aug",90,3,70,3,"failure","no","2"
46,"management","married","tertiary","no",1038,"yes","yes","unknown",15,"may",200,3,-1,0,"unknown","no","1"
35,"blue-collar","married","secondary","no",1160,"no","yes","telephone",19,"nov",62,1,-1,0,"unknown","no","1"
38,"management","single","tertiary","no",470,"no","no","cellular",7,"aug",87,2,-1,0,"unknown","no","1"
43,"management","married","tertiary","no",176,"yes","no","cellular",5,"may",253,2,286,1,"failure","no","1"
38,"technician","single","unknown","no",1923,"no","no","cellular",30,"jul",331,4,-1,0,"unknown","no","4"
58,"blue-collar","married","primary","no",1406,"yes","no","unknown",14,"may",252,3,-1,0,"unknown","no","2"
39,"blue-collar","married","secondary","no",3231,"yes","yes","unknown",5,"jun",164,2,-1,0,"unknown","no","1"
34,"technician","married","secondary","no",1026,"no","no","cellular",12,"nov",319,1,100,6,"failure","no","1"
51,"unemployed","married","secondary","no",636,"no","no","cellular",30,"jan",321,1,-1,0,"unknown","no","2"
51,"admin.","married","secondary","no",73,"no","no","cellular",21,"jul",195,1,-1,0,"unknown","no","1"
32,"services","married","secondary","no",0,"yes","no","telephone",10,"jul",75,1,-1,0,"unknown","no","1"
31,"management","married","secondary","no",1368,"yes","no","cellular",12,"aug",129,4,-1,0,"unknown","no","1"
30,"student","single","secondary","no",25,"no","no","telephone",30,"apr",44,1,-1,0,"unknown","no","1"
45,"entrepreneur","divorced","secondary","no",1187,"no","yes","cellular",20,"nov",157,1,-1,0,"unknown","no","1"
35,"admin.","married","secondary","no",287,"yes","no","cellular",2,"feb",115,3,245,8,"failure","no","1"
32,"blue-collar","married","secondary","no",1331,"yes","no","unknown",5,"may",286,2,-1,0,"unknown","no","1"
38,"blue-collar","single","tertiary","no",263,"yes","no","cellular",14,"jul",84,6,-1,0,"unknown","no","1"
36,"management","divorced","tertiary","no",276,"yes","no","cellular",22,"aug",131,2,-1,0,"unknown","no","1"
36,"blue-collar","married","tertiary","no",9,"yes","no","unknown",18,"jun",112,3,-1,0,"unknown","no","1"
32,"technician","single","tertiary","no",388,"yes","no","cellular",15,"may",58,1,266,2,"failure","no","1"
28,"management","single","secondary","no",2840,"no","no","cellular",20,"apr",227,5,-1,0,"unknown","yes","4"
31,"management","married","tertiary","no",59,"yes","no","unknown",8,"may",314,3,-1,0,"unknown","no","1"
49,"blue-collar","married","primary","no",352,"yes","no","unknown",9,"may",188,2,-1,0,"unknown","no","1"
44,"blue-collar","married","secondary","no",406,"yes","no","unknown",4,"jun",222,1,-1,0,"unknown","no","1"
59,"management","married","tertiary","no",2764,"no","no","cellular",24,"dec",237,1,206,2,"failure","no","2"
33,"unknown","single","unknown","no",1,"no","no","unknown",5,"may",198,1,-1,0,"unknown","no","1"
44,"blue-collar","married","secondary","no",236,"yes","no","unknown",12,"may",596,1,-1,0,"unknown","no","1"
35,"blue-collar","married","secondary","no",274,"yes","no","unknown",20,"may",190,1,-1,0,"unknown","no","1"
48,"services","married","secondary","no",1323,"yes","yes","cellular",7,"may",99,1,-1,0,"unknown","no","2"
39,"technician","married","tertiary","no",-204,"yes","no","cellular",28,"aug",144,4,-1,0,"unknown","no","1"
40,"blue-collar","married","primary","no",-335,"yes","no","unknown",27,"may",260,1,-1,0,"unknown","no","1"
30,"admin.","single","tertiary","no",267,"no","no","cellular",2,"feb",124,1,-1,0,"unknown","no","1"
34,"management","married","tertiary","no",1262,"no","no","cellular",14,"aug",478,1,-1,0,"unknown","no","1"
48,"management","married","tertiary","no",308,"yes","no","cellular",14,"jul",125,5,-1,0,"unknown","no","1"
57,"technician","married","unknown","no",1617,"yes","no","unknown",7,"may",96,2,-1,0,"unknown","no","2"
34,"blue-collar","single","secondary","no",0,"yes","no","cellular",10,"jul",307,1,-1,0,"unknown","no","1"
27,"services","married","secondary","no",94,"yes","no","unknown",15,"may",352,2,-1,0,"unknown","no","1"
51,"unknown","married","unknown","no",167,"no","no","unknown",18,"jun",205,4,-1,0,"unknown","no","1"
31,"management","married","tertiary","no",-181,"yes","no","cellular",8,"may",127,1,170,2,"failure","no","1"
59,"technician","married","secondary","no",0,"no","no","cellular",29,"aug",62,2,-1,0,"unknown","no","1"
35,"management","married","tertiary","no",365,"no","no","cellular",21,"nov",168,2,-1,0,"unknown","no","1"
33,"admin.","married","secondary","no",-111,"yes","yes","unknown",20,"jun",12,3,-1,0,"unknown","no","1"
33,"blue-collar","married","secondary","no",7,"yes","no","telephone",11,"may",32,5,-1,0,"unknown","no","1"
57,"management","married","secondary","no",570,"no","no","unknown",20,"jun",75,2,-1,0,"unknown","no","1"
30,"blue-collar","married","secondary","no",450,"no","no","unknown",6,"may",526,2,-1,0,"unknown","no","1"
46,"management","divorced","secondary","no",177,"no","no","cellular",20,"aug",84,2,-1,0,"unknown","no","1"
54,"blue-collar","married","primary","no",162,"yes","no","cellular",6,"may",184,1,-1,0,"unknown","no","1"
44,"admin.","single","secondary","no",733,"yes","no","cellular",4,"dec",360,2,105,5,"success","yes","1"
31,"self-employed","married","secondary","no",131,"yes","no","cellular",13,"may",294,1,370,1,"failure","no","1"
35,"admin.","divorced","secondary","no",1224,"yes","no","cellular",3,"nov",187,1,-1,0,"unknown","yes","1"
38,"blue-collar","married","secondary","no",526,"yes","yes","unknown",23,"may",553,2,-1,0,"unknown","no","1"
41,"technician","married","secondary","no",525,"yes","no","cellular",21,"jul",108,1,-1,0,"unknown","no","1"
31,"unemployed","single","unknown","no",167,"no","no","cellular",20,"nov",316,1,-1,0,"unknown","no","1"
43,"entrepreneur","married","secondary","no",128,"yes","no","telephone",7,"jul",122,2,-1,0,"unknown","no","1"
29,"entrepreneur","married","tertiary","no",0,"yes","no","cellular",24,"jul",36,1,-1,0,"unknown","no","1"
36,"management","divorced","tertiary","no",0,"no","no","cellular",22,"aug",247,4,-1,0,"unknown","no","1"
49,"management","married","tertiary","no",276,"no","no","cellular",27,"aug",62,5,-1,0,"unknown","no","1"
34,"admin.","married","secondary","no",393,"yes","no","cellular",18,"may",222,4,355,1,"failure","no","1"
